count	name	album_id
1	Celtic Psalms	27489
2	Broken	27497
1	What Goes Around	27598
5	The Plan	27630
1	Karajan & L'Opera	27633
1	Mis Mejores Canciones - 17 Super Exitos	27643
2	Girl Bites Dog_ Your Compact Disc Pet	27646
1	Here Come the Lords	27667
1	Patience Dabany	27683
2	Hard To Earn	27698
1	Great Gentlemen Of Song / Spotlight On Andy Russell	27703
1	Strictly Personal	27755
1	Electriclarryland	27767
1	Re-Cycled Vinyl Blues	27782
1	Ill Communication	27806
1	Solos And Duets	27848
1	Ultra-Lounge/Mondo Exotica: Volume One	27864
1	Doe Or Die	27867
1	Extreme	27997
1	Right Back	28021
1	No Name Face	28023
1	Duty Now For The Future/New Traditionalists	28252
3	Q: Are We Not Men?  A: We Are Devo / Devo Live	28253
1	Static Age	28279
1	Keep Them Freaks A Rollin' - Live At Abbey Road	28295
1	King Of The Blues	28325
2	All In The Mind	28356
1	Come Find Yourself	28359
1	Ultra-Lounge / The Crime Scene - Volume Seven	28422
1	Ultra-Lounge / A Bachelor In Paris - Volume Ten	28425
2	The Master Plan	28491
1	The Gold Collection	28503
1	Songs Of A Circling Spirit	28512
1	Collins Mix	28610
2	Airport - The Motors Greatest Hits	28665
1	Olympia 94	28667
1	Grown Man	28723
1	Mike & The Mechanics Hits	28754
1	Preludes_ Airs And Yodels (A Penguin Cafe Primer)	28786
1	Homework	28815
1	Living Years	28828
1	The Best of Ziggy Marley And The Melody Makers (1988 - 1993)	28848
1	Modus Operandi	28863
2	Molokai	28908
1	Jahmekya	28940
1	One And One Is One	28977
1	These Foolish Things	29026
1	Let's Stick Together	29030
2	Mamouna	29046
1	Navidad	29155
1	World Jazz	29161
3	Solaris	29172
1	We Are Three	29176
1	Ascolta	29186
1	Si J'étais Elle	29212
1	Alone In His Presence	29249
1	12 Best Loved Songs	29250
1	Beyond the Veil: Live at Bobby Jones Gospel Explosion XIII	29255
1	Center Of My Universe	29258
2	Ultra-Lounge / Bossa Novaville Volume Fourteen	29319
1	Ultra-Lounge_ Vol. 17: Bongoland	29321
1	Keepin' It Cool	29379
1	Drums Not Dead	29387
1	Cruzando El Río	29398
2	Rock And Roll Yo	29458
1	Sittin' On Cloud Nine	29466
2	Corazon De Barco	29467
1	La Portuaria En Vivo	29475
1	Retratos	29482
1	Snap	29535
1	20/20	29744
1	With A Boy Like You	29772
1	Pirates Of The Caribbean Original Soundtrack	29803
1	Vira-Lata	29874
1	Grey Area	30079
1	A Fever You Can't Sweat Out	30216
1	New Pin	30491
1	Sound Advice / Forget Me Knots Remixes	30736
1	Through The Wire	30801
1	Gold	30893
1	Are You The One?	30908
1	Californication	30956
2	Blood Sugar Sex Magik	30962
1	WHAT THE WORLD NEEDS NOW IS BURT	31199
1	Band-Girls-Money	31324
2	Apologize For Nothing	31407
1	Signs	31500
1	Apocalypse Cow	31528
1	Man To Man	31659
1	Louder Now	31744
1	Eyes Open	31910
1	The Best Of Kenny Rogers	32217
1	Alle Hits	32302
1	Suosituimmat Lastenlaulut	32308
1	Best!	32651
1	Blue All The Way	32680
1	Ollaan Elaimia	32701
1	Todd Smith	32887
1	G.O.A.T	32915
1	Stadium Arcadium	32950
1	Tercer Mundo	32993
1	Angelitos Culones	33071
1	Funky Wacho	33089
1	Trouble	33120
1	The Music of The Beatles In Bossa Nova	33272
2	Life Is A Dream [Digital Version]	33356
1	Stax Profiles - Rance Allen	33480
1	The Jam Story	33492
1	Asylum	33541
1	Anthology: Addicted To Funk	33907
1	No Protection	33936
1	Fantasy	33940
1	Take Two	33949
2	Selecao De Ouro Vol.2	34127
1	Sangre De Mi Alma	34130
1	True Stories	34149
1	We Can Leave The World	34351
1	Mein Job	34366
1	You...	34384
1	Turn It Into Something Special	34396
1	Solo	34483
2	Disque Pathé	34505
1	Tales From The Ozone	34539
1	Lonesome Picker Rides Again	34555
1	Collections	34572
1	Groovin'	34573
2	See	34575
1	Rhinoceros	34581
1	The Baby Huey Story: The Living Legend	34603
2	The Man!	34605
1	This Is My Country	34608
1	Times Have Changed	34609
5	Les Années Chansons	34757
1	A Death - Grip On Yesterday	34887
1	Army Of One	35009
1	Sag Ihnen Bescheid	35097
2	Super Riddim Internacional Volumen 1	35114
1	2 Em 1	35149
1	Life After That	35154
1	Guerreira	35159
2	30 Seconds To Mars	35166
1	Very Best Of	35171
1	Comunicaflow Underground	35369
1	Laugh Now_ Cry Later	35631
1	The Ultimate Collection	35930
1	I Apli Methodos Ton Trion	35970
2	Zenyatta Mondatta	36072
1	The Best Of	36169
2	The Very Best Of The Four Pennies	36198
1	Fame And Fortune	36338
1	Champion Of The Blues	36379
1	In Other Words	36412
1	Give It All Away	36444
1	Supermassive Black Hole	36469
1	The Spanish Guitar - The Top 10	36663
2	The Sufferer & The Witness	36714
1	Mulholland Drive	36831
1	The Ultimate Collection	36960
1	Thalassina Feggaria	37095
1	30 Grandes Exitos	37103
1	Welcome 2 Detroit	37128
2	DECEMBERUNDERGROUND	37491
1	S.O.S.	37505
1	S.O.S.	37506
1	Sergio Mendes:  The Swinger from Rio	37637
1	Selecao De Ouro	37883
2	Jongo Trio	37893
1	Diet Pills & Magazines	38027
1	Sleep In Safety	38352
2	My Destiny	38375
1	100% Merengue	38475
1	Only The Good Die Young	38588
1	Eat / Kiss: Music For The Films By Andy Warhol	38599
1	Territory	38608
1	Shoulda Been Home	38721
1	Timbre	38722
1	This Is Where I Belong: The Songs Of Ray Davies And The Kinks	38723
1	The Fire Theft	38725
1	Say What You Will  Clarence...Karl Sold The Truck	38767
1	Made To Be Broken	38768
1	While You Were Out	38769
1	Blessed: The Best Of Rachael Lampa	38784
2	No te apartes de mi	38873
3	The Project	38957
1	Superman Returns Music From The Motion Picture [Digital Version]	39780
2	Real People	39787
1	Minnen _ drömmar och lite till	39801
1	Messiaen : Edition	39885
1	Timepeace	39958
1	Age Of Reptiles	40023
1	Sexo_ Pudor Y Lagrimas: Remixes	40029
1	The Clarion Call	40071
2	Estados	40248
1	In My Own Dreams	40313
1	Un Blodymary	40395
1	Soul Legends	40409
1	The Luxury Gap	40468
1	Wonderful World	40525
1	Face Value	40836
1	Hello_ I Must Be Going	40837
2	Both Sides	40838
1	Hits	40839
1	(ONe)	41093
1	Serious Hits... Live!	41136
1	Worshipper	41167
1	Emergency	41405
1	Till There Was You	41517
1	Collection	41649
1	Pieces Of The People We Love	41745
2	Para Sempre	41788
2	2 Em 1 (Dois Em Um)	41797
1	The Early Years - Whiteheart	41813
1	Silent Witness	41819
2	Ordinary Day	41838
2	Gold	41905
1	Out Of Sight: More Sounds From The In Crowd	41943
1	The Early Years	41971
1	5:55	42180
1	Pills 'n' Thrills And Bellyaches	42204
1	Squirrel And G-Man Twenty Four Hour Party People Plastic Face Carnt Smile	42205
1	This Is Where You Belong	42341
1	The Dutchess	42565
1	Jump Back - The Best Of The Rolling Stones_ '71-'93	42595
1	Senderos De Traición - Edición Especial	42825
2	Supersized	42842
1	Damita Jo	43052
1	These Four Walls	43066
1	The Best Remix of Sammi Cheng	43081
1	Sammi Vs Sammi 04 Concert CD	43089
1	La La La	43091
1	Love Is......	43100
1	Sammi Shocking Colours Live 2001	43110
1	And I Feel Fine.....The Best Of The IRS Years 82-87	43154
1	Free - Live At The BBC	43181
1	With Fontenella Bass	43200
4	House Of Dark Shadows and Night Of Dark Shadows	43305
1	Hybrid Theory	43318
1	Mayday	43364
1	Straight From The Soul	43438
1	True Country	43521
2	Janet	43558
1	A Work In Progress	43642
2	Sweet Talkin' Girls: The Best Of The Chiffons	43673
1	Happenings	43676
1	Menteur / L'Amour Parfait	43791
1	Thirteen	43847
1	Songs For A Lifetime	43848
1	Ultimate Tracks - We Are The Reason - as made popular by Avalon [Performance Track]	44054
1	Red Hot Chili Peppers	44355
1	Nova Bis-Clementina de Jesus	44383
1	Broken Boy Soldier	44391
1	3: Fresh-Fri-Fly	44464
2	Black Book	44537
1	Everybody's Someone	44577
1	Claridade & Canto Das Três Raças	44829
1	Live & Unglued	44921
1	Penthouse And Pavement	44925
1	Suck Out The Poison	45048
1	Diamond Sutra	45071
2	The Singles Collection	45133
2	Bluesbreakers With Eric Clapton - Deluxe Edition	45175
1	Brick By Brick	45218
1	Very Best Of Degarmo & Key	45266
1	C'est Déjà Ça / Nickel	45282
2	Le Bordel Magnifique	45348
1	African Tarantella	45508
1	Long Way 2 Go	45686
1	The Best Of Little Feat	45697
1	The Black Parade	45717
1	Live	45730
2	Plays John Mayall (Live At Klooks Kleek)	45795
2	Fuse_ The	45957
1	The ATCO Sessions	45984
1	19 Naughty III	45989
1	Strange Days	46027
3	House Full Of No Trust	46067
1	Green Mind [Digital Version] [with Bonus Tracks]	46122
1	Very Best Of Michelle Tumes	46231
1	(ONe)	46254
1	Antologia	46423
2	Wonders Of The World	46449
1	I Miss My Friend	46454
1	Eastmountainsouth	46457
1	Have You Forgotten?	46458
1	Real Talk	46464
1	Bi Wo Xing Fu	46475
1	Love in the First	46486
1	The Excello Singles Anthology	46489
1	And The Crowd Goes Wild	46544
1	Long Time Coming	46549
1	Another 700 Miles	46557
2	MTA2-Baptized In Dirty Water	46559
2	Five Man Acoustical Jam	46614
1	Zhen Qing Liu Lu	46619
1	E Lang Chuan Shou	46625
1	Wang Ji Ni Wo Zuo Bu Dao	46630
1	Can We Go Home Now	46647
1	Rhino Hi-Five: Maria Muldaur	46654
1	Siogo	46679
1	Cast Your Fate To The Wind	46697
1	Rhino Hi-Five: John Sebastian	46706
1	The Best Of Shelley Fabares [Digital Version]	46723
1	Dope Radio	46737
1	MT3	46777
1	Paul Stanley	47036
1	Welthits In Gold	47189
1	The Best Of Kurtis Blow	47192
1	Question The Answers	47197
4	No Pressure	47201
1	Empty Rooms	47227
1	MTV Unplugged	47240
1	Ill Na Na	47304
1	The Road To Hell And Back	47310
1	Marie Antoinette (Original Motion Picture Soundtrack)	47311
1	The Marshall Mathers LP	47319
1	Orange Colored Sky	47326
1	Love Letters	47330
1	The World We Knew	47334
1	Love That Bert Kaempfert	47335
1	The Professional	47388
1	Out Of Business	47389
1	Me_ Myself & I	47418
3	...Somewhere More Familiar	47538
3	Outrider	47590
2	Flying Cowboys	47592
1	Saturation	47593
2	American Psycho	47597
1	Greatest Hits: The A&M Years '87- '94	47633
4	Business As Usual	47639
1	The Road To Escondido	47666
1	I'm Going To Tell You A Secret	47668
1	Late Orchestration	47750
1	EMI Comedy - Mel Blanc	47846
1	Cajun Tradition	48012
1	Mendelssohn: Piano Concertos Nos.1 & 2 etc	48105
1	Stop The Clocks	48411
2	Not Anymore	48593
1	Jazz Express - Bossa Nova Nights	48950
1	Lo Basico	49823
3	Gift Grub 7	49859
1	Tundra	49911
1	Como Decirte	49913
1	Jazz Age!	50589
1	The Art Of Storytelling	50686
1	Doc's Da Name 2000	50687
1	The Age Of Style - Hits of the 30s	50737
1	Come Here	50781
1	Love Songs	50798
1	Still Got The Blues/After Hours/Blues Alive	50904
1	The Lost Interview Tapes Featuring Jim Morrison - Volume Two: The Circus Magazine Interview	51317
1	Jackpot !	51330
1	Ed Byrne - Pedantic and Whimsical	51357
1	A Classic Christmas	51405
1	Christmas Collection	51445
1	Born Again	51852
2	Mellow Dreamin'	51853
1	Small Faces	51894
1	Dark Days In Paradise	52141
1	The Great Rock 'N' Roll Swindle	52212
1	Hollywood Vampires	52353
1	Le Cinema De Michel Audiard	52355
1	AOL Sessions	52356
1	Babel - Music From And Inspired By The Motion Picture	52382
1	Communication	52666
1	Parenthèses	52674
1	Mimikra	52709
1	The Polar Express - Original Motion Picture Soundtrack	52787
1	Can't Stop A Man	52956
2	The City	53053
1	Las huellas borradas	53060
1	A Classic Soul Christmas	53068
1	Arnold Layne	53164
1	Para Sempre	53172
1	Best Of Whitesnake	53181
1	After Hours	53183
2	Vintage Collections	53200
1	Capitol Collectors Series	53279
1	In Bertolt Brecht's Baal	53426
1	23 Aniversario	53517
1	We Three Kings	53561
1	Window In The Skies	53563
2	Country Music Hall Of Fame Series: Grandpa Jones	53595
1	Are You With Me?	53613
1	20th Century Masters: The Millennium Collection: Best Of Bill Cosby	53630
1	Joao	53673
1	Let Em' Burn	53676
1	Put It On Paper	53684
1	Mayerling	53688
1	Have Tenor Sax Will Blow	53739
1	The Hits/The B-Sides 3	53746
2	Can You Feel It	53747
2	Tomorrow: Barretto Live	53749
2	In Person At El Matador	53753
1	The B52's	53826
2	Two Brothers	53832
1	Sooner Or Later	53956
1	Eye To The Telescope / KT Tunstall's Acoustic Extravaganza	54072
1	Marasma General	54098
1	Safari Beach (Tucasa Micasa)	54099
1	Alchemy	54401
1	Set The Night On Fire: The Doors Bright Midnight Archives Concerts [w/Bonus Album]	54414
1	Alpha Dog	54436
1	The Best Of N.W.A: The Strength Of Street Knowledge	54461
1	The Definitive Collection	54791
1	Handel : Operatic Arias	54944
1	Rio	55201
1	Arturo Sandoval & The Latin Train	55215
1	Brasil	55238
1	American Dreams	55270
1	I Just Can't Help Myself	55301
3	Phil Spector's Wall Of Sound Retrospective Phillies Sound 1961-1996	55322
1	Beyond The Missouri Sky	55366
1	One Lonely Night	55369
1	The Tenor	55526
1	This Is Why I'm Hot (The Original)	55763
1	Alegria Original	55800
1	Live In Tokyo	55862
1	Izzy Stradlin And The Ju Ju Hounds	55888
1	Composer of Black Orpheus Plays and Sings Bossa Nova	55922
1	Joao Voz E Violato	55934
2	Made In Italy	56247
1	Aman Iman: Water Is Life	56540
1	Live At Fillmore West [w/bonus tracks]	56617
1	Dorkfish	56685
1	Here's Your Sign: Reloaded	56687
1	Speaking In Tongues [w/Bonus Tracks & Interactive Booklet]	56715
2	Informal Introduction	56789
3	The Projected Passion Revue	56996
1	Infinity On High	57000
1	The Second Album + The First Rehearsal Tapes	57035
